age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,nativecountry,class
24,2,182504,15,10,4,7,3,4,0,0,0,25,38,0
38,2,193815,7,12,2,3,0,4,1,0,0,55,21,0
29,2,46442,9,13,2,9,5,4,0,0,1902,50,38,1
45,2,60267,11,9,0,0,4,4,0,0,0,38,38,0
59,2,264357,0,6,2,13,0,4,1,0,0,50,38,0
41,2,191814,11,9,2,0,3,4,1,0,0,40,38,0
23,2,107882,9,13,4,0,3,4,0,0,0,40,38,0
43,2,174575,15,10,0,0,1,4,1,0,0,45,38,0
17,2,143331,1,7,4,11,3,4,1,0,0,20,38,0
32,2,126132,9,13,2,3,0,4,1,15024,0,50,38,1
42,2,198619,8,11,2,6,0,4,1,0,0,40,38,0
68,2,211287,12,14,2,3,0,4,1,0,2392,40,38,1
55,0,238192,11,9,2,12,0,4,1,0,1887,40,38,1
43,2,257780,11,9,2,0,0,4,1,0,0,40,38,0
61,2,183355,11,9,2,0,0,4,1,0,0,40,38,1
28,2,148429,11,9,2,6,0,4,1,0,0,40,38,0
47,2,71221,11,9,0,6,4,4,0,0,0,60,38,0
21,4,236769,5,4,4,2,1,4,1,0,0,40,38,0
39,2,32146,15,10,4,2,1,4,1,0,0,40,38,0
39,2,347491,1,7,0,2,1,4,1,0,1876,46,38,0
34,2,180714,15,10,2,13,0,2,1,0,2179,40,38,0
27,2,306747,9,13,0,5,3,2,1,0,0,40,38,0
21,5,478457,15,10,4,7,3,2,0,0,0,12,38,0
25,2,248990,4,3,4,6,1,4,1,0,0,40,25,0
51,3,46281,15,10,2,11,0,4,1,0,0,50,38,1
35,2,148015,9,13,4,11,3,2,0,0,0,40,38,0
19,2,278115,15,10,4,7,3,4,1,0,0,12,38,0
27,2,190525,9,13,2,3,0,4,1,7298,0,55,38,1
34,2,176673,15,10,4,11,2,2,0,0,0,35,38,0
36,2,238415,11,9,0,2,4,4,1,0,0,40,38,0
33,4,37939,9,13,2,2,0,4,1,0,0,35,38,0
60,4,35649,9,13,2,2,0,4,1,0,0,40,38,0
42,2,383493,15,10,2,3,0,4,1,15024,0,50,38,1
47,0,204900,11,9,2,9,5,2,0,0,0,40,38,0
42,2,20809,11,9,0,2,1,4,1,0,0,75,38,1
34,2,148207,15,10,2,3,0,4,1,0,0,65,38,1
21,2,200153,11,9,4,7,3,4,0,0,0,32,38,0
30,2,169496,12,14,2,7,0,4,1,0,0,15,38,1
53,2,22978,12,14,2,3,5,4,0,0,0,50,38,1
34,2,366898,11,9,2,2,0,4,1,0,0,40,10,0
37,2,324947,9,13,2,5,0,4,1,0,0,40,38,0
27,2,321577,11,9,4,0,3,2,0,0,0,40,38,0
31,2,241360,9,13,4,11,1,4,1,0,0,40,38,0
30,2,207564,15,10,2,0,5,4,0,0,0,40,38,0
33,2,220860,11,9,0,13,1,4,1,0,0,45,38,0
41,1,336571,15,10,2,3,0,4,1,0,0,40,38,0
23,5,56402,15,10,2,9,0,4,1,0,0,30,38,0
65,2,180280,15,10,2,3,5,4,0,0,0,40,38,0
30,2,81282,11,9,4,7,4,4,0,0,0,40,38,0
51,2,86332,8,11,2,7,0,4,1,4064,0,55,38,0
30,1,27051,15,10,4,5,3,4,1,0,0,40,38,0
49,2,287647,12,14,0,11,1,4,1,4787,0,45,38,1
37,4,183735,11,9,2,9,0,4,1,3137,0,30,38,0
42,2,100800,11,9,4,2,1,4,1,0,0,40,38,0
62,2,155094,8,11,2,3,5,4,0,0,0,45,38,1
31,2,151053,15,10,2,13,0,4,1,5178,0,40,38,1
50,2,548361,9,13,2,12,0,4,1,0,0,20,38,1
33,2,173858,9,13,2,0,2,1,1,0,0,40,18,0
27,2,347153,15,10,4,13,2,4,1,0,0,40,38,0
31,2,319146,8,11,2,2,0,4,1,4386,0,40,25,1
35,2,197719,15,10,4,6,2,0,1,0,0,40,38,0
55,2,197114,15,10,2,13,0,4,1,0,0,6,38,1
54,4,109418,9,13,2,3,5,4,0,0,1977,35,38,1
56,2,182062,9,13,2,12,0,4,1,0,0,48,38,1
21,2,184543,8,11,4,0,1,4,0,0,0,40,38,0
66,2,175558,5,4,6,7,1,4,0,0,0,20,10,0
46,2,122026,11,9,2,2,0,4,1,0,0,50,38,0
23,2,340543,9,13,4,3,1,4,0,0,0,38,38,0
43,2,101950,12,14,4,3,1,4,0,0,0,45,38,0
40,2,179508,11,9,2,6,0,4,1,0,0,55,38,0
52,2,225317,4,3,2,2,0,4,1,0,0,40,25,0
59,1,53304,9,13,2,9,0,4,1,0,0,50,38,1
36,1,282602,8,11,5,0,3,2,0,0,0,40,38,0
33,2,184016,11,9,4,13,1,4,1,0,0,40,38,0
20,2,250165,11,9,2,11,0,4,1,0,0,40,38,0
21,2,196467,11,9,4,6,1,4,1,0,0,35,38,0
42,4,178780,12,14,2,3,0,4,1,0,0,50,38,1
62,2,65868,11,9,6,11,1,4,0,0,0,43,38,0
54,2,35459,11,9,4,11,1,4,1,0,0,40,38,0
35,2,98986,5,4,4,6,3,4,0,0,0,30,38,0
36,2,282092,7,12,4,12,1,4,0,0,0,40,38,0
21,2,140764,11,9,4,0,2,4,0,0,0,45,38,0
30,2,33124,11,9,5,4,4,4,0,0,0,14,38,0
46,2,90042,15,10,2,2,0,4,1,0,0,40,38,1
32,2,102986,4,3,2,6,5,1,0,0,0,40,24,1
21,2,214387,15,10,4,11,2,4,1,0,0,64,38,0
39,2,180667,11,9,4,0,1,4,1,0,0,40,38,0
54,2,278329,11,9,3,3,1,4,0,0,0,43,38,0
32,2,184440,15,10,2,6,0,4,1,3464,0,40,38,0
23,2,140462,11,9,4,6,3,4,1,0,0,40,38,0
42,2,202565,3,2,2,6,0,4,1,0,0,40,21,0
28,2,287268,15,10,4,7,1,4,1,0,0,35,38,0
28,2,215955,11,9,2,2,0,4,1,0,0,40,38,0
35,2,82552,7,12,2,12,0,4,1,0,0,40,38,0
19,2,41745,15,10,4,3,3,4,0,0,0,40,38,0
27,2,73587,11,9,4,5,1,2,1,0,0,35,38,0
54,2,263925,3,2,2,13,0,4,1,0,0,50,38,0
19,2,196119,11,9,4,11,3,4,0,0,0,35,38,0
27,2,284741,15,10,4,11,1,4,0,0,0,30,38,0
35,2,340428,7,12,4,0,1,4,0,0,0,35,38,0
19,1,276973,15,10,4,9,3,4,0,0,0,20,38,0
30,2,161599,11,9,2,5,0,4,1,0,0,40,38,1
32,2,144064,9,13,4,12,1,4,1,0,0,40,38,0
31,2,236391,15,10,4,11,1,4,0,0,0,40,38,0
26,2,224943,8,11,4,11,2,2,1,0,0,65,38,0
44,2,151294,15,10,6,11,1,4,0,0,0,25,38,0
52,2,68982,9,13,2,3,0,4,1,0,0,50,38,1
30,2,241885,15,10,2,4,0,4,1,0,0,40,38,0
32,4,189461,11,9,4,7,1,4,0,0,0,60,38,0
19,4,36012,11,9,4,2,3,4,1,0,0,40,38,0
33,2,85355,11,9,5,6,1,4,1,0,0,30,38,0
20,2,157595,15,10,4,5,1,4,1,0,0,40,38,0
61,2,197286,5,4,2,6,0,4,1,0,0,40,38,0
33,2,362747,15,10,4,7,1,2,0,0,0,35,38,0
24,2,395297,15,10,4,11,3,4,0,0,0,35,38,0
31,4,144949,9,13,0,2,1,4,1,0,0,60,38,0
32,2,141490,8,11,0,3,4,4,0,0,0,50,38,0
29,2,147889,7,12,2,12,5,4,0,0,0,40,38,0
61,2,232808,0,6,0,7,1,4,1,0,0,24,38,0
48,2,70668,11,9,2,6,5,4,0,0,0,50,38,0
29,0,33315,7,12,0,0,1,4,0,0,0,40,38,0
22,2,200318,7,12,4,0,1,4,0,0,0,15,38,0
32,2,97723,11,9,2,2,0,4,1,0,1672,40,38,0
38,2,109231,11,9,2,2,0,4,1,0,0,40,38,0
27,2,102889,15,10,0,6,4,4,0,0,0,40,38,0
26,2,167106,11,9,4,2,2,1,1,0,0,40,16,0
35,2,182898,11,9,4,0,1,4,1,8614,0,40,38,1
62,2,197918,11,9,0,0,4,4,0,0,0,40,38,0
28,2,67386,11,9,4,7,4,4,0,0,0,40,38,0
50,2,126592,11,9,5,2,1,2,1,0,0,40,38,0
34,2,49469,9,13,4,11,1,4,1,99999,0,50,38,1
37,4,119929,11,9,2,2,0,4,1,0,0,40,38,0
63,2,158199,3,2,6,6,4,4,0,0,0,44,31,0
35,2,341102,6,5,4,5,1,2,1,0,0,40,38,0
55,2,101524,9,13,2,11,0,4,1,0,0,40,38,1
40,2,202872,11,9,2,11,5,4,0,0,0,40,38,1
25,2,195201,11,9,2,11,0,3,1,0,0,50,38,0
51,2,128272,15,10,2,3,0,4,1,0,0,40,38,0
37,2,263094,9,13,2,3,0,4,1,7298,0,40,38,1
54,3,357596,9,13,2,3,0,4,1,7298,0,55,38,1
47,1,102628,15,10,2,7,0,4,1,0,0,40,38,1
26,2,171114,9,13,4,3,3,4,0,0,0,40,38,0
46,2,216414,8,11,3,2,4,4,1,0,0,40,38,0
24,2,127753,2,8,4,2,2,4,1,0,0,40,38,0
19,2,282698,5,4,4,0,3,4,1,0,0,80,38,0
35,2,139364,11,9,2,11,0,4,1,0,1902,40,38,1
36,1,312785,9,13,4,9,3,2,1,0,0,35,38,0
18,2,92864,2,8,4,7,3,4,0,0,0,20,38,0
46,1,175428,12,14,2,9,0,4,1,0,0,40,38,1
30,2,104223,11,9,4,7,4,2,0,0,0,32,38,0
29,2,144784,11,9,4,7,1,2,0,0,0,40,38,0
65,2,178934,11,9,6,7,4,2,0,0,0,20,22,0
41,2,211253,12,14,2,3,5,4,0,0,0,40,38,1
34,2,133122,9,13,2,3,0,4,1,0,0,40,38,0
58,2,103540,5,4,2,13,0,2,1,0,0,40,38,0
39,5,172700,11,9,4,7,4,2,0,0,0,40,38,0
21,2,282484,15,10,4,7,3,4,0,0,0,40,38,0
31,2,323055,11,9,2,13,0,4,1,0,0,50,38,1
33,5,291494,10,16,2,9,0,4,1,0,0,50,38,1
28,2,214702,9,13,2,3,0,4,1,0,0,60,38,0
32,2,116055,11,9,4,0,4,2,0,2977,0,35,38,0
32,2,226696,9,13,4,3,1,4,1,0,0,55,38,1
31,2,216827,11,9,5,7,4,2,0,0,0,40,38,0
41,4,153132,14,15,2,3,0,4,1,15024,0,40,38,1
48,2,307440,9,13,2,12,0,1,1,0,0,45,29,1
27,2,278122,11,9,4,13,3,4,1,0,0,40,38,0
45,2,122195,11,9,6,2,4,2,0,0,0,40,38,0
34,4,156890,11,9,2,3,0,4,1,0,0,50,38,0
17,2,36877,0,6,4,11,3,4,0,0,0,10,38,0
25,2,131178,11,9,4,5,3,2,1,0,0,23,38,0
34,3,62396,9,13,4,9,1,4,0,0,0,62,38,1
33,2,73054,11,9,0,11,4,4,0,0,0,40,38,0
21,2,96844,15,10,4,0,1,4,0,0,0,20,38,0
22,2,324922,11,9,4,6,1,4,1,0,0,50,38,0
61,2,130684,15,10,2,9,0,4,1,0,0,42,38,0
40,2,178983,11,9,2,0,5,4,0,0,0,30,38,1
58,2,81038,15,10,2,11,0,4,1,0,0,12,38,0
30,2,151967,15,10,2,2,0,4,1,0,0,58,38,0
24,2,278107,11,9,4,2,3,4,1,0,0,60,38,0
52,4,183146,2,8,2,3,0,4,1,0,0,50,38,1
50,2,183638,11,9,6,11,4,4,0,0,0,40,38,0
49,2,247892,15,10,2,2,0,2,1,0,0,30,38,0
22,2,221480,11,9,4,0,3,4,0,0,0,40,38,0
21,2,518530,15,10,4,0,3,4,0,0,0,40,38,0
25,2,193787,15,10,4,6,3,4,0,0,0,50,38,0
34,3,157466,11,9,2,0,0,4,1,0,0,45,38,0
48,2,141511,0,6,2,3,0,4,1,0,0,45,38,1
21,2,252253,15,10,4,0,4,2,0,0,0,40,38,0
20,2,200450,5,4,4,6,3,4,0,0,0,52,38,0
30,5,343789,15,10,2,0,0,4,1,0,0,40,38,1
44,2,277647,11,9,2,11,0,4,1,0,1902,40,38,1
44,2,291566,11,9,4,2,1,2,1,0,0,60,38,0
29,2,151382,11,9,2,13,0,4,1,0,0,60,38,0
31,2,221167,14,15,0,12,1,4,0,0,0,35,38,0
35,2,196178,11,9,2,2,0,4,1,0,0,40,38,0
27,2,302422,11,9,4,0,1,4,1,0,0,40,38,0
26,2,37379,9,13,4,3,1,4,0,0,0,45,38,0
37,4,82540,6,5,2,13,0,4,1,0,0,70,38,1
44,2,159911,5,4,2,7,5,4,0,0,0,55,38,0
34,2,212781,9,13,2,3,0,4,1,0,0,40,38,1
28,1,207213,7,12,4,2,3,4,1,0,0,5,38,0
30,2,200192,15,10,2,7,5,4,0,0,0,45,38,0
41,1,180096,9,13,2,9,0,4,1,0,0,35,38,0
23,2,192812,9,13,4,12,3,4,0,0,0,40,38,0
19,2,105908,11,9,4,5,2,4,1,0,0,70,38,0
48,2,373366,3,2,2,4,0,4,1,3781,0,50,25,0
26,5,234190,15,10,4,7,1,4,1,0,0,20,38,0
32,2,260868,9,13,2,11,0,2,1,0,0,40,38,1
26,2,109097,11,9,0,0,4,4,0,0,0,48,38,0
36,2,171393,12,14,2,9,0,4,1,7298,0,55,38,1
49,2,209146,11,9,2,13,0,4,1,0,0,40,38,0
54,2,172281,12,14,0,12,1,4,1,0,0,40,38,1
36,2,73023,11,9,0,2,1,4,1,0,0,55,38,0
41,2,122626,11,9,0,5,4,4,1,0,0,48,38,0
27,2,113635,9,13,4,7,1,4,1,0,0,35,38,0
40,4,30759,8,11,2,4,0,4,1,0,0,60,38,0
46,2,105327,11,9,0,2,1,4,1,0,0,40,38,0
43,2,219307,6,5,0,13,1,2,1,0,0,40,38,0
46,2,208067,11,9,0,2,2,4,1,0,0,40,38,0
51,4,78631,15,10,2,3,0,0,1,0,0,60,38,0
19,2,210308,15,10,4,0,3,4,0,0,0,15,38,0
67,1,190661,10,16,4,9,1,4,0,7896,0,50,38,1
31,2,594187,11,9,2,6,0,4,1,0,0,40,38,0
27,2,228476,9,13,2,11,0,4,1,0,0,50,38,1
21,2,126613,15,10,4,7,3,4,0,0,0,40,38,0
36,2,30267,11,9,2,13,0,4,1,0,0,50,38,0
23,2,216811,11,9,4,6,3,4,0,0,0,16,38,0
62,1,115763,12,14,2,9,5,4,0,0,0,40,38,1
31,1,199368,9,13,2,10,0,2,1,0,0,50,38,1
52,2,159755,9,13,2,3,0,4,1,0,1887,40,38,1
39,4,188335,11,9,2,4,0,4,1,0,0,40,38,0
24,2,417668,9,13,4,9,3,4,1,0,0,30,38,0
38,2,296317,11,9,2,6,0,4,1,0,0,40,25,0
36,2,164898,11,9,2,3,0,4,1,0,0,40,38,0
17,2,452406,1,7,4,11,3,2,0,0,0,15,38,0
27,2,42696,11,9,3,7,4,4,0,0,0,40,38,0
30,2,262994,15,10,0,2,1,2,1,0,0,40,38,0
43,5,167298,11,9,0,3,4,4,0,0,0,40,38,0
51,2,103529,1,7,0,7,4,2,0,0,0,30,38,0
47,2,97883,9,13,6,8,4,4,0,25236,0,35,38,1
49,5,269417,10,16,4,3,1,4,0,0,2258,50,38,1
34,2,199539,11,9,2,2,0,4,1,0,0,48,38,1
79,0,62176,10,16,6,3,1,4,1,0,0,6,38,1
28,5,239130,15,10,0,7,4,4,1,0,0,40,38,0
41,3,151089,15,10,2,3,0,4,1,0,0,50,38,0
21,2,331611,15,10,2,7,0,4,1,0,0,50,38,0
31,4,203463,9,13,4,12,1,4,0,0,0,40,38,0
45,2,151518,11,9,2,3,0,4,1,0,0,45,38,0
23,3,39844,11,9,4,13,1,4,1,0,0,50,38,0
32,2,299635,15,10,2,3,0,4,1,0,0,50,10,0
67,2,123393,1,7,2,13,0,4,1,0,0,40,38,0
32,2,209538,12,14,2,3,0,4,1,0,0,55,38,1
35,4,238802,11,9,2,4,0,4,1,0,0,50,38,0
29,2,499197,15,10,2,9,0,4,1,0,0,40,38,0
38,2,200220,11,9,2,2,0,4,1,0,0,40,38,0
38,2,114059,15,10,2,11,0,4,1,0,0,60,38,0
18,2,434430,11,9,4,9,1,4,1,0,0,30,38,0
47,2,185385,11,9,2,9,0,4,1,5013,0,24,38,0
22,2,225156,11,9,4,0,1,4,0,0,0,40,38,0
21,2,377931,15,10,2,3,0,4,1,0,2377,48,38,0
40,2,287008,14,15,2,9,0,4,1,15024,0,55,10,1
23,2,151910,9,13,4,6,3,4,0,0,1719,40,38,0
25,2,231714,15,10,2,6,0,4,1,0,0,40,38,0
44,3,178510,15,10,4,11,1,4,1,0,2258,60,38,0
43,2,178866,11,9,2,0,5,4,0,0,0,25,38,1
31,2,110643,9,13,2,3,0,4,1,0,1977,55,38,1
33,2,148261,15,10,2,2,0,4,1,0,0,40,38,0
41,2,217902,11,9,2,3,0,4,1,0,0,40,38,1
29,4,77207,12,14,2,2,0,4,1,0,0,30,38,0
78,2,184759,5,4,2,5,0,4,1,1797,0,15,38,0
64,3,80333,11,9,2,3,0,4,1,0,0,40,38,1
58,2,265086,9,13,2,3,0,4,1,0,0,50,38,1
20,2,333843,11,9,4,0,3,4,0,0,0,40,38,0
35,2,296478,15,10,2,11,0,4,1,0,0,40,38,0
27,1,116662,11,9,2,6,0,4,1,0,0,40,38,0
37,4,353298,11,9,2,11,0,4,1,99999,0,50,38,1
42,2,142424,8,11,4,0,1,4,0,0,0,40,38,0
47,1,200808,2,8,2,0,0,4,1,0,0,35,32,0
29,2,119052,11,9,4,5,1,2,0,0,0,40,38,0
33,2,168981,3,2,4,11,3,4,0,0,0,24,38,0
44,2,151780,15,10,6,3,1,2,0,0,0,40,38,0
25,2,509866,11,9,4,13,1,4,1,0,0,78,38,0
24,5,249385,9,13,4,0,2,4,0,0,0,10,38,0
42,5,109462,9,13,0,0,4,2,0,2977,0,40,38,0
53,2,250034,9,13,2,3,0,2,1,0,0,50,38,1
39,2,249720,9,13,0,3,4,2,0,0,0,60,38,0
72,4,258761,11,9,2,4,0,4,1,0,0,40,38,0
43,3,64048,6,5,4,11,3,4,0,0,0,44,31,0
25,5,153534,15,10,2,10,0,4,1,0,0,40,38,0
37,2,193815,7,12,2,9,0,4,1,0,0,45,38,1
27,2,255582,11,9,4,6,1,4,0,0,0,40,38,0
39,2,204527,10,16,2,9,0,4,1,0,0,50,38,1
64,4,159938,11,9,2,2,0,4,1,2635,0,24,21,0
29,4,229341,11,9,4,2,1,4,1,0,0,50,38,1
50,2,128143,9,13,2,3,0,4,1,0,0,50,38,1
33,2,175479,4,3,4,7,4,4,0,0,0,40,25,0
18,2,301814,11,9,4,11,1,4,0,0,0,20,38,0
20,2,238917,1,7,4,5,1,4,1,0,0,32,25,0
32,2,205581,15,10,5,12,4,4,0,0,0,50,38,0
45,2,340341,15,10,0,0,4,4,0,0,0,40,38,0
48,2,147860,11,9,2,5,5,2,0,0,0,40,38,0
23,2,259496,11,9,4,6,3,4,0,0,0,40,38,0
34,0,190228,9,13,2,10,0,4,1,0,1902,48,38,1
43,2,180599,9,13,5,3,4,4,1,8614,0,40,38,1
44,2,116358,9,13,2,11,0,1,1,0,0,40,38,1
47,4,180446,15,10,2,12,0,2,1,0,0,40,38,1
47,2,264244,11,9,3,2,1,2,0,0,0,40,38,0
46,1,197988,3,2,4,7,1,0,0,0,0,20,38,0
19,2,206599,11,9,4,11,3,4,0,0,0,40,38,0
51,2,313146,11,9,2,0,0,4,1,0,0,40,38,0
41,3,99212,11,9,5,3,4,4,1,0,0,40,38,0
37,2,340599,1,7,5,7,4,2,0,0,0,40,38,0
31,2,62932,11,9,4,2,3,4,1,0,0,40,38,0
25,2,44861,11,9,4,7,1,4,1,0,0,40,38,0
46,2,53893,15,10,2,12,0,4,1,0,0,40,38,1
53,3,152810,11,9,2,2,0,4,1,5178,0,45,38,1
47,1,128401,10,16,4,9,4,4,0,0,0,40,38,0
28,2,336951,11,9,2,3,0,4,1,0,0,50,38,1
60,4,95445,15,10,2,13,0,4,1,3137,0,46,38,0
43,2,54611,11,9,2,6,0,4,1,0,0,40,38,0
45,4,315984,11,9,2,2,0,4,1,7688,0,50,38,1
28,2,210313,0,6,4,5,2,4,1,0,0,40,25,0
19,2,181020,1,7,4,5,2,4,1,0,0,30,38,0
51,4,120781,14,15,2,9,0,3,1,99999,0,70,18,1
19,2,256979,11,9,4,2,2,4,1,0,0,35,38,0
64,2,47298,10,16,2,9,0,4,1,0,0,60,38,1
44,2,125461,10,16,2,3,0,4,1,0,0,60,38,1
21,2,209955,11,9,4,2,1,4,1,0,0,48,38,0
33,2,182246,11,9,4,9,1,4,1,0,0,40,38,0
63,2,76860,9,13,2,10,0,1,1,0,0,40,29,1
44,1,136986,12,14,2,9,0,4,1,15024,0,35,38,1
28,0,183445,11,9,4,3,4,4,0,0,0,70,32,0
24,2,130741,9,13,4,11,3,4,1,0,0,40,38,0
20,0,191878,15,10,4,0,3,2,0,0,0,20,38,0
20,2,48121,11,9,4,5,3,4,1,0,0,40,38,0
21,2,304302,11,9,4,5,3,0,1,0,0,40,38,0
34,0,284703,15,10,2,6,0,2,1,0,0,52,38,0
17,2,401198,1,7,4,11,3,4,0,0,0,15,38,0
35,2,243357,1,7,5,7,4,2,0,0,0,40,38,0
26,2,32276,11,9,4,4,1,4,1,0,0,40,38,0
35,2,110538,11,9,0,4,1,4,1,0,0,70,38,0
25,2,257310,11,9,4,6,1,4,1,0,0,40,38,0
27,4,411950,15,10,2,7,0,4,1,0,0,40,38,0
52,1,392668,8,11,2,10,0,4,1,0,0,40,38,1
43,4,52498,9,13,4,9,4,4,0,0,0,50,38,0
36,2,223433,12,14,2,11,0,4,1,7688,0,50,38,1
37,2,87076,11,9,4,6,3,4,1,0,0,40,38,0
58,2,224854,11,9,4,0,1,4,0,0,0,40,38,0
25,2,193379,7,12,4,2,1,4,1,0,0,45,38,0
54,2,98436,12,14,2,7,0,4,1,0,0,40,38,0
65,3,210381,9,13,2,3,0,4,1,99999,0,65,38,1
44,2,90688,11,9,4,6,1,1,0,0,0,45,24,0
61,2,229744,4,3,2,2,0,4,1,0,0,40,7,0
29,2,59732,11,9,2,2,0,0,1,0,0,40,38,0
34,2,192900,15,10,2,2,0,4,1,0,0,40,38,1
24,5,90046,15,10,4,7,1,4,0,0,0,40,1,0
40,2,272960,7,12,2,12,0,4,1,0,0,42,38,1
42,3,152071,14,15,2,9,0,4,1,0,0,60,4,1
50,2,301583,11,9,4,6,1,4,1,0,0,40,38,0
49,2,315984,11,9,2,6,0,4,1,0,0,40,38,0
38,2,241962,11,9,0,6,1,4,1,0,0,40,38,0
41,2,131591,11,9,2,0,0,2,1,0,0,45,38,0
70,3,207938,15,10,4,3,1,4,1,0,0,5,38,0
51,2,53197,15,10,2,2,0,4,1,0,0,40,38,1
24,2,121023,9,13,4,9,1,4,0,0,0,40,38,0
57,4,287229,11,9,2,2,0,4,1,0,0,48,38,1
22,2,163911,15,10,4,0,3,4,0,0,0,20,38,0
31,2,191834,15,10,2,2,0,4,1,0,0,40,38,1
28,2,204734,15,10,2,12,5,4,0,0,0,40,38,0
45,4,220978,11,9,2,3,0,4,1,0,0,50,38,0
39,2,365739,11,9,2,2,0,4,1,0,0,40,38,1
26,2,50103,15,10,4,11,1,4,0,0,0,40,38,0
38,2,283293,11,9,2,2,0,2,1,0,0,40,38,0
38,4,194534,12,14,2,9,0,2,1,99999,0,60,38,1
19,2,263338,11,9,4,5,3,4,1,0,0,20,38,0
30,2,348592,11,9,2,6,0,4,1,0,0,44,38,0
28,2,173944,12,14,2,9,0,4,1,0,0,40,38,1
53,2,226135,6,5,4,2,1,2,1,0,0,40,22,0
32,2,172375,9,13,4,9,1,4,1,0,0,38,38,0
57,3,127728,14,15,2,9,0,4,1,15024,0,60,38,1
47,2,347025,12,14,0,9,1,4,0,0,0,40,38,0
36,2,191335,15,10,2,2,0,4,1,0,0,56,38,0
21,2,247779,1,7,4,11,3,4,0,0,0,38,38,0
25,5,262664,9,13,2,10,0,4,1,0,0,40,38,1
37,2,95855,11,9,0,10,4,4,0,0,0,40,38,0
31,2,74501,11,9,0,7,4,4,0,0,0,30,38,0
43,2,245317,11,9,2,13,0,4,1,0,0,50,38,0
61,2,29059,11,9,0,11,4,4,0,0,2754,25,38,0
56,2,200316,15,10,2,0,0,4,1,0,0,35,38,0
59,2,100453,5,4,5,7,3,2,0,0,0,38,38,0
44,4,343190,15,10,2,2,0,4,1,0,1887,55,38,1
47,2,235683,12,14,0,9,4,4,0,0,0,40,38,0
44,2,83237,9,13,2,9,0,4,1,0,0,55,38,1
64,2,88470,15,10,2,7,0,4,1,0,0,40,38,0
26,2,198801,11,9,2,2,0,4,1,0,0,45,38,0
53,2,168107,9,13,2,3,0,4,1,0,0,40,38,1
46,2,695411,11,9,0,0,1,4,0,0,0,44,38,0
45,3,139268,11,9,2,11,0,4,1,0,0,50,38,1
44,0,192771,11,9,4,0,4,4,0,0,0,40,38,0
59,3,122390,15,10,2,3,0,4,1,0,1977,48,38,1
65,3,184965,10,16,2,3,0,4,1,99999,0,40,38,1
23,2,180837,11,9,4,6,3,2,0,0,0,40,38,0
33,2,159548,15,10,0,0,4,2,0,0,0,38,38,0
34,2,110554,11,9,0,11,3,4,0,0,0,35,38,0
38,2,103474,8,11,0,0,4,4,0,0,0,40,38,0
62,2,178249,9,13,2,3,0,4,1,0,0,35,38,1
21,2,138768,15,10,4,11,2,4,1,0,0,40,38,0
41,2,321824,11,9,2,2,0,4,1,0,0,8,38,0
35,2,244803,11,9,4,5,2,4,1,0,0,40,28,0
62,1,206063,15,10,0,7,1,4,1,0,0,45,38,0
53,2,167651,11,9,2,2,0,4,1,0,0,40,38,1
69,5,163689,15,10,2,13,0,4,1,0,0,16,38,0
19,4,45546,15,10,4,11,3,4,0,0,0,16,38,0
47,2,420986,9,13,2,3,0,4,1,0,0,40,38,1
52,3,68015,15,10,2,11,0,4,1,0,0,90,38,1
54,2,175594,11,9,2,2,0,4,1,0,0,40,38,0
30,2,206322,11,9,2,13,0,4,1,0,0,73,38,1
39,2,272338,11,9,2,0,5,4,0,0,0,25,38,0
73,2,105886,9,13,2,9,0,4,1,1173,0,75,38,0
64,2,312498,9,13,2,11,0,4,1,0,0,40,38,0
32,2,177675,11,9,4,2,3,4,1,0,0,40,38,0
51,2,152810,11,9,2,9,0,4,1,0,0,40,38,1
57,2,319122,9,13,4,11,1,4,1,0,0,40,38,0
25,2,212304,11,9,4,6,4,4,1,0,0,40,38,0
53,2,208321,11,9,2,7,0,2,1,0,1740,40,38,0
39,2,240841,15,10,4,7,1,4,0,0,0,25,38,0
49,2,208978,11,9,0,0,4,4,0,0,0,16,38,0
23,1,442359,9,13,4,9,1,4,0,0,1092,40,38,0
28,2,198197,9,13,4,9,1,4,1,0,0,55,38,1
46,2,261059,12,14,2,9,0,4,1,0,1977,50,38,1
40,2,72791,15,10,4,2,3,2,1,0,0,40,38,0
24,2,275395,11,9,2,6,0,4,1,0,0,50,38,0
50,2,462966,0,6,2,7,0,4,1,0,0,8,7,0
35,2,31269,11,9,2,3,0,4,1,0,0,40,38,0
33,1,246291,9,13,4,9,1,4,0,0,0,46,38,0
54,0,128378,9,13,0,3,1,4,1,0,0,40,38,0
35,1,231180,11,9,2,13,0,4,1,0,0,45,38,0
31,1,206297,11,9,2,10,0,4,1,0,0,40,38,1
47,3,337050,15,10,2,4,0,4,1,0,0,40,38,0
48,2,193075,11,9,0,11,3,4,0,0,0,20,38,0
33,1,169652,8,11,4,0,3,4,1,0,1669,55,38,0
35,2,35945,9,13,2,3,0,4,1,0,0,40,38,1
36,2,252231,13,1,4,6,1,2,1,0,0,40,32,0
30,2,128016,9,13,4,3,1,4,0,0,0,55,38,0
39,2,150057,15,10,2,2,0,4,1,0,0,55,38,1
25,2,258276,15,10,4,5,1,0,1,0,0,40,38,0
40,2,188465,11,9,0,7,1,4,0,0,0,35,38,0
